Nombre,Equipo,Liga,Fecha Fichaje,Contrato Hasta,Fecha Nacimiento,Lugar Nacimiento,Nacionalidad,Altura,Posición,Selección,Partidos Internacionales,Goles,Valor Mercado,Última Revisión,Pie,Agente,Proveedor
Carlos Pomares,Real Oviedo,2ª División,07/07/2022,30/06/2026,05/12/1992 (31),Valencia,España,"1,83 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,400 mil €,24/06/2024,Izquierdo,InterStarDeporte,Proveedor no encontrado
Lucas Ahijado,Real Oviedo,2ª División,01/07/2019,30/06/2025,30/01/1995 (29),Oviedo,España,"1,74 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,00 mill. €",24/06/2024,Derecho,Wasserman,Proveedor no encontrado
Álvaro Lemos,Real Oviedo,2ª División,19/07/2024,30/06/2025,30/03/1993 (31),A Coruña,España,"1,77 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,07/06/2024,Derecho,Eugenio Botas ...,Proveedor no encontrado
Santiago Colombatto,Real Oviedo,2ª División,25/08/2023,30/06/2025,17/01/1997 (27),Ucacha,Argentina,"1,78 m",Pivote,Selección no encontrada,4,0,"4,00 mill. €",24/06/2024,Izquierdo,B1G Talent,adidas
Jaime Seoane,Real Oviedo,2ª División,04/08/2023,30/06/2027,22/01/1997 (27),Madrid,España,"1,77 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,00 mill. €",24/06/2024,Derecho,Footfeel ISM,Proveedor no encontrado
Carlos Dotor,Real Oviedo,2ª División,21/07/2024,30/06/2025,15/03/2001 (23),Madrid,España,"1,80 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,50 mill. €",14/10/2024,Derecho,Footfeel ISM,Proveedor no encontrado
Alberto del Moral,Real Oviedo,2ª División,08/07/2024,30/06/2027,20/07/2000 (24),Villacañas,España,"1,85 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,24/06/2024,Derecho,InterStarDeporte,Proveedor no encontrado
Kwasi Sibo,Real Oviedo,2ª División,04/07/2024,30/06/2026,24/06/1998 (26),Wa,Ghana,"1,83 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,14/10/2024,Derecho,Football Promotions ...,Proveedor no encontrado
Santi Cazorla,Real Oviedo,2ª División,16/08/2023,30/06/2025,13/12/1984 (39),Lugo de Llanera,España,"1,68 m",Mediocentro,Selección no encontrada,81,15,300 mil €,24/06/2024,Ambidiestro,IFM,Puma
Álex Cardero,Real Oviedo,2ª División,01/07/2023,30/06/2026,25/08/2003 (21),Oviedo,España,"1,74 m",Mediocentro ofensivo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,24/06/2024,Pie no encontrado,IFM,Proveedor no encontrado
Ilyas Chaira,Real Oviedo,2ª División,24/08/2024,30/06/2025,02/02/2001 (23),Ripoll,Marruecos,Altura no encontrada,Extremo derecho,Selección no encontrada,2,0,"2,00 mill. €",14/10/2024,Derecho,JV SPORTS,Proveedor no encontrado
Haissem Hassan,Real Oviedo,2ª División,11/08/2024,30/06/2027,08/02/2002 (22),Bagnolet,Francia,"1,75 m",Extremo derecho,Selección no encontrada,0,0,"2,00 mill. €",24/06/2024,Derecho,FAIR SPORT MNG,Proveedor no encontrado
Sebas Moyano,Real Oviedo,2ª División,01/07/2023,30/06/2025,23/03/1997 (27),Villanueva del Duque,España,"1,73 m",Extremo derecho,Selección no encontrada,0,0,"1,80 mill. €",24/06/2024,Derecho,IGdreamsfootball,Proveedor no encontrado
Paulino de la Fuente,Real Oviedo,2ª División,19/07/2024,30/06/2026,27/06/1997 (27),Santander,España,"1,84 m",Extremo derecho,Selección no encontrada,2,0,"1,60 mill. €",24/06/2024,Izquierdo,LEADERBROCK,Proveedor no encontrado
Federico Viñas,Real Oviedo,2ª División,28/08/2024,30/06/2025,30/06/1998 (26),Montevideo,Uruguay,"1,81 m",Delantero centro,Uruguay,2,1,"5,00 mill. €",14/06/2024,Izquierdo,Scoutfutbol,Proveedor no encontrado
Alemão,Real Oviedo,2ª División,17/07/2023,30/06/2025,01/04/1998 (26),Campo Erê,Brasil,"1,82 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,80 mill. €",14/10/2024,Derecho,Marcio Bittencourt ...,Nike
Daniel Paraschiv,Real Oviedo,2ª División,13/07/2024,30/06/2027,24/04/1999 (25),Brașov,Rumania,"1,85 m",Delantero centro,Selección no encontrada,1,1,"1,00 mill. €",05/06/2024,Derecho,CID Marinescu,Proveedor no encontrado
Masca,Real Oviedo,2ª División,01/07/2023,30/06/2025,15/05/2000 (24),Cascais,Portugal,"1,82 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,24/06/2024,Derecho,JV SPORTS,adidas
Gaëtan Poussin,Real Zaragoza,2ª División,27/07/2023,30/06/2026,13/01/1999 (25),Le Mans,Francia,"1,86 m",Portero,Selección no encontrada,0,0,700 mil €,14/10/2024,Derecho,Kemari,Proveedor no encontrado
Joan Femenías,Real Zaragoza,2ª División,01/07/2024,30/06/2026,19/08/1996 (28),Manacor,España,"1,89 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Derecho,Goal Management,Proveedor no encontrado
Cristian Álvarez,Real Zaragoza,2ª División,03/08/2017,30/06/2025,13/11/1985 (38),Rosario,Argentina,"1,86 m",Portero,Selección no encontrada,0,0,100 mil €,24/06/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Bernardo Vital,Real Zaragoza,2ª División,13/08/2024,30/06/2026,29/12/2000 (23),Cascais,Portugal,"1,87 m",Defensa central,Selección no encontrada,3,0,"2,50 mill. €",06/06/2024,Derecho,Team of Future,Proveedor no encontrado
Sebastian Kosa,Real Zaragoza,2ª División,24/08/2024,30/06/2028,13/09/2003 (21),Nové Zámky,Eslovaquia,"1,91 m",Defensa central,Eslovaquia U21,8,0,"1,00 mill. €",14/10/2024,Derecho,Stars & Friends,Proveedor no encontrado
Lluís López,Real Zaragoza,2ª División,18/08/2021,30/06/2025,05/03/1997 (27),Manresa,España,"1,82 m",Defensa central,Selección no encontrada,1,0,500 mil €,24/06/2024,Derecho,TACTIC GRUP - ...,Proveedor no encontrado
Enrique Clemente,Real Zaragoza,2ª División,27/08/2024,30/06/2025,04/03/1999 (25),Zaragoza,España,"1,82 m",Defensa central,Selección no encontrada,3,0,400 mil €,24/06/2024,Izquierdo,MG,Proveedor no encontrado
Jair Amador,Real Zaragoza,2ª División,19/08/2020,30/06/2025,21/08/1989 (35),Sao Jorge de Arroios,Portugal,"1,90 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,14/10/2024,Izquierdo,Emartsoccer,Proveedor no encontrado
Dani Tasende,Real Zaragoza,2ª División,10/07/2024,30/06/2028,06/07/2000 (24),Coristanco,España,"1,72 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,50 mill. €",14/10/2024,Izquierdo,WAKAI SPORTS,Proveedor no encontrado
Carlos Nieto,Real Zaragoza,2ª División,01/07/2018,30/06/2025,06/05/1996 (28),Zaragoza,España,"1,81 m",Lateral izquierdo,Selección no encontrada,0,0,400 mil €,14/10/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Iván Calero,Real Zaragoza,2ª División,16/07/2024,30/06/2027,21/04/1995 (29),Parla,España,"1,74 m",Lateral derecho,Selección no encontrada,5,2,900 mil €,14/10/2024,Derecho,Footfeel ISM,Proveedor no encontrado
Nombre no encontrado,Real Zaragoza,2ª División,01/07/2023,30/06/2027,23/10/2001 (22),Binéfar,España,"1,81 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,14/10/2024,Derecho,Footfeel ISM,Proveedor no encontrado
Marcos Luna,Real Zaragoza,2ª División,01/07/2023,30/06/2026,05/04/2003 (21),Zaragoza,España,"1,80 m",Lateral derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,300 mil €,14/10/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Marc Aguado,Real Zaragoza,2ª División,01/08/2020,30/06/2025,22/02/2000 (24),Zaragoza,España,"1,84 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,40 mill. €",24/06/2024,Derecho,Footfeel ISM,Proveedor no encontrado
Francho Serrano,Real Zaragoza,2ª División,22/11/2020,30/06/2025,17/10/2001 (23),Zaragoza,España,"1,80 m",Mediocentro,Selección no encontrada,2,0,"3,50 mill. €",14/10/2024,Derecho,LEADERBROCK,Proveedor no encontrado
Keidi Bare,Real Zaragoza,2ª División,26/07/2024,30/06/2027,28/08/1997 (27),Fier,Albania,"1,74 m",Mediocentro,Albania,29,2,"3,00 mill. €",24/06/2024,Derecho,Niagara Sports ...,adidas
Toni Moya,Real Zaragoza,2ª División,06/07/2023,30/06/2025,20/03/1998 (26),Mérida,España,"1,85 m",Mediocentro,Selección no encontrada,0,0,"1,60 mill. €",14/10/2024,Derecho,Manuel García ...,Proveedor no encontrado
Gori Gracia,Real Zaragoza,2ª División,10/07/2024,30/06/2027,15/05/2002 (22),Arenys de Munt,España,Altura no encontrada,Mediocentro,Selección no encontrada,0,0,100 mil €,14/10/2024,Ambidiestro,WAKAI SPORTS,Nike
Adrián Liso,Real Zaragoza,2ª División,01/07/2024,30/06/2029,02/04/2005 (19),Zaragoza,España,"1,82 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,00 mill. €",14/10/2024,Izquierdo,Goal Management,Proveedor no encontrado
Adu Ares,Real Zaragoza,2ª División,30/08/2024,30/06/2025,12/10/2001 (23),Bilbao,España,"1,83 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,00 mill. €",07/06/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Ager Aketxe,Real Zaragoza,2ª División,07/08/2024,30/06/2026,30/12/1993 (30),Bilbao,España,"1,74 m",Extremo derecho,Selección no encontrada,2,0,"1,80 mill. €",24/06/2024,Izquierdo,EGGO Asesores ...,Proveedor no encontrado
Sergio Bermejo,Real Zaragoza,2ª División,19/08/2020,30/06/2025,17/08/1997 (27),Madrid,España,"1,70 m",Extremo derecho,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,900 mil €,24/06/2024,Izquierdo,Promoesport,Proveedor no encontrado
Samed Bazdar,Real Zaragoza,2ª División,17/07/2024,30/06/2029,31/01/2004 (20),Novi Pazar,Serbia,"1,86 m",Delantero centro,Serbia U21,2,1,"4,00 mill. €",10/06/2024,Derecho,Team Raiola,Proveedor no encontrado
Iván Azón,Real Zaragoza,2ª División,02/12/2020,30/06/2025,24/12/2002 (21),Zaragoza,España,"1,82 m",Delantero centro,Selección no encontrada,3,0,"3,00 mill. €",24/06/2024,Derecho,DV7 Management,Proveedor no encontrado
Mario Soberón,Real Zaragoza,2ª División,01/07/2024,30/06/2026,18/05/1997 (27),Unquera,España,"1,78 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,00 mill. €",14/10/2024,Derecho,Joseba Diaz,Proveedor no encontrado
Alberto Marí,Real Zaragoza,2ª División,30/08/2024,30/06/2025,11/07/2001 (23),Alicante,España,"1,83 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,50 mill. €",07/06/2024,Derecho,Toldra Consulting ...,Proveedor no encontrado
Jokin Ezkieta,Racing,2ª División,05/07/2022,30/06/2027,17/08/1996 (28),Pamplona,España,"1,93 m",Portero,Selección no encontrada,1,0,"2,00 mill. €",14/10/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Miquel Parera,Racing,2ª División,01/07/2021,30/06/2025,18/05/1996 (28),Manacor,España,"1,82 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,24/06/2024,Derecho,LIAN Sports Group,Proveedor no encontrado
Javi Montero,Racing,2ª División,13/08/2024,30/06/2026,14/01/1999 (25),Sevilla,España,"1,85 m",Defensa central,Selección no encontrada,1,0,"1,80 mill. €",14/10/2024,Izquierdo,Promoesport,Proveedor no encontrado
Manu Hernando,Racing,2ª División,01/02/2024,30/06/2025,19/07/1998 (26),Palencia,España,"1,83 m",Defensa central,Selección no encontrada,2,0,"1,60 mill. €",14/10/2024,Derecho,YOU FIRST,Proveedor no encontrado
Álvaro Mantilla,Racing,2ª División,21/09/2020,30/06/2028,09/05/2000 (24),Maliaño,España,"1,82 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,700 mil €,14/10/2024,Derecho,Antonio López ...,Proveedor no encontrado
Javi Castro,Racing,2ª División,10/07/2024,30/06/2026,13/09/2000 (24),Madrid,España,"1,83 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,600 mil €,24/06/2024,Derecho,YOU FIRST,Proveedor no encontrado
Pol Moreno,Racing,2ª División,01/07/2021,30/06/2025,09/05/1994 (30),Badalona,España,"1,87 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,Football Promotions ...,Proveedor no encontrado
Saúl García,Racing,2ª División,29/07/2022,30/06/2026,09/11/1994 (29),Vioño,España,"1,82 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Izquierdo,Miguel Pedrajo,Proveedor no encontrado
Mario García,Racing,2ª División,01/01/2024,30/06/2027,02/10/2003 (21),Santander,España,"1,72 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Izquierdo,PROTIO SPORT,Proveedor no encontrado
