Nombre,Equipo,Liga,Fecha Fichaje,Contrato Hasta,Fecha Nacimiento,Lugar Nacimiento,Nacionalidad,Altura,Posicion,Seleccion,Partidos Internacionales,Goles,Valor Mercado,Ultima Revision,Pie,Agente,Proveedor
Beñat Prados,Athletic,LaLiga,01/07/2022,30/06/2031,08/02/2001 (23),Pamplona,España,"1,80 m",Mediocentro,Selección no encontrada,5,0,"15,00 mill. €",07/06/2024,Derecho,CAA Stellar,Proveedor no encontrado
Iñigo Ruiz de Galarreta,Athletic,LaLiga,01/07/2023,30/06/2025,06/08/1993 (31),Donostia-San ...,España,"1,75 m",Mediocentro,Selección no encontrada,2,0,"5,00 mill. €",07/06/2024,Derecho,Global Ases,Proveedor no encontrado
Mikel Jauregizar,Athletic,LaLiga,01/07/2024,30/06/2027,13/11/2003 (20),Bermeo,España,"1,77 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"3,00 mill. €",11/10/2024,Derecho,YOU FIRST,Proveedor no encontrado
Ander Herrera,Athletic,LaLiga,31/01/2023,30/06/2025,14/08/1989 (35),Bilbao,España,"1,82 m",Mediocentro,Selección no encontrada,2,0,"2,00 mill. €",07/06/2024,Derecho,AC Talent,Proveedor no encontrado
Oihan Sancet,Athletic,LaLiga,04/08/2020,30/06/2032,25/04/2000 (24),Pamplona,España,"1,88 m",Mediocentro ofensivo,España,4,1,"40,00 mill. €",11/10/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Unai Gómez,Athletic,LaLiga,01/07/2023,30/06/2028,25/05/2003 (21),Bermeo,España,"1,83 m",Mediocentro ofensivo,España S21,1,0,"6,00 mill. €",07/06/2024,Izquierdo,Rioja Cermeño S.L.,Proveedor no encontrado
Nico Williams,Athletic,LaLiga,01/07/2021,30/06/2027,12/07/2002 (22),Pamplona,España,"1,81 m",Extremo izquierdo,España,22,4,"70,00 mill. €",18/07/2024,Derecho,Agente no encontrado,Nike
Álvaro Djaló,Athletic,LaLiga,01/07/2024,30/06/2029,16/08/1999 (25),Madrid,España,"1,75 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"15,00 mill. €",06/06/2024,Derecho,Niagara Sports ...,Proveedor no encontrado
Álex Berenguer,Athletic,LaLiga,02/10/2020,30/06/2027,04/07/1995 (29),Barañain,España,"1,75 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"12,00 mill. €",07/06/2024,Derecho,YOU FIRST,Proveedor no encontrado
Nico Serrano,Athletic,LaLiga,01/07/2022,30/06/2026,05/03/2003 (21),Pamplona,España,"1,76 m",Extremo izquierdo,Selección no encontrada,9,6,"1,40 mill. €",24/06/2024,Izquierdo,Agente no encontrado,adidas
Iñaki Williams,Athletic,LaLiga,Fecha de fichaje no encontrada,Contrato no encontrado,15/06/1994 (30),Lugar de nacimiento no encontrado,Ghana,"1,86 m",Extremo derecho,Ghana,Partidos y goles no encontrados,Partidos y goles no encontrados,"25,00 mill. €",07/06/2024,Derecho,Agente no encontrado,Nike
Gorka Guruzeta,Athletic,LaLiga,03/07/2022,30/06/2028,12/09/1996 (28),Donostia-San ...,España,"1,88 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"18,00 mill. €",07/06/2024,Derecho,YOU FIRST,adidas
Javier Martón,Athletic,LaLiga,05/07/2023,30/06/2026,06/05/1999 (25),Villafranca,España,"1,81 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Giorgi Mamardashvili,Valencia CF,LaLiga,28/08/2024,30/06/2025,29/09/2000 (24),Tiflis,Georgia,"1,97 m",Portero,Georgia,25,0,"45,00 mill. €",18/07/2024,Izquierdo,Free Football,Proveedor no encontrado
Stole Dimitrievski,Valencia CF,LaLiga,01/07/2024,30/06/2026,25/12/1993 (30),Kumanovo,Macedonia del Norte,"1,88 m",Portero,Macedonia Norte,73,0,"4,00 mill. €",07/06/2024,Derecho,Promoesport,Proveedor no encontrado
Jaume Doménech,Valencia CF,LaLiga,01/07/2015,30/06/2025,05/11/1990 (33),Almenara,España,"1,85 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,800 mil €,07/06/2024,Derecho,Wasserman,Joma
Cristhian Mosquera,Valencia CF,LaLiga,01/01/2023,30/06/2026,27/06/2004 (20),Alicante,España,"1,91 m",Defensa central,España S21,3,0,"30,00 mill. €",07/06/2024,Derecho,INVSPORT (Sergio ...,Proveedor no encontrado
Yarek Gasiorowski,Valencia CF,LaLiga,01/10/2023,30/06/2025,12/01/2005 (19),Polinyà del Xúquer,España,"1,92 m",Defensa central,España S19,23,7,"15,00 mill. €",07/06/2024,Izquierdo,INVSPORT (Sergio ...,Proveedor no encontrado
César Tárrega,Valencia CF,LaLiga,18/01/2024,30/06/2028,26/02/2002 (22),Aldaia,España,"1,94 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"4,00 mill. €",11/10/2024,Derecho,Wasserman,Proveedor no encontrado
Maximiliano Caufriez,Valencia CF,LaLiga,29/08/2024,30/06/2025,16/02/1997 (27),Saint-Ghislain,Bélgica,"1,89 m",Defensa central,Selección no encontrada,1,0,"2,50 mill. €",03/06/2024,Derecho,Gallea Gestion S.A,Puma
Mouctar Diakhaby,Valencia CF,LaLiga,01/07/2018,30/06/2027,19/12/1996 (27),Vendôme,Guinea,"1,92 m",Defensa central,Guinea,14,1,"2,00 mill. €",07/06/2024,Derecho,VV Consulting,Proveedor no encontrado
José Gayà,Valencia CF,LaLiga,01/07/2014,30/06/2027,25/05/1995 (29),Pedreguer,España,"1,72 m",Lateral izquierdo,España,22,3,"20,00 mill. €",11/10/2024,Izquierdo,Toldra Consulting ...,Nike
Jesús Vázquez,Valencia CF,LaLiga,01/01/2022,30/06/2026,02/01/2003 (21),Mérida,España,"1,82 m",Lateral izquierdo,Selección no encontrada,8,0,"4,00 mill. €",11/10/2024,Izquierdo,LEADERBROCK,Proveedor no encontrado
Thierry Correia,Valencia CF,LaLiga,02/09/2019,30/06/2026,09/03/1999 (25),Amadora,Portugal,"1,76 m",Lateral derecho,Selección no encontrada,10,0,"6,00 mill. €",07/06/2024,Derecho,Gestifute,Proveedor no encontrado
Dimitri Foulquier,Valencia CF,LaLiga,30/08/2021,30/06/2025,23/03/1993 (31),Sarcelles,Guadalupe,"1,83 m",Lateral derecho,Selección no encontrada,2,0,"2,50 mill. €",07/06/2024,Derecho,ACE,Proveedor no encontrado
Pepelu,Valencia CF,LaLiga,08/07/2023,30/06/2028,11/08/1998 (26),Dénia,España,"1,86 m",Pivote,España,0,0,"22,00 mill. €",07/06/2024,Derecho,Wasserman,Proveedor no encontrado
Hugo Guillamón,Valencia CF,LaLiga,01/07/2020,30/06/2026,31/01/2000 (24),Donostia-San ...,España,"1,78 m",Pivote,Selección no encontrada,3,1,"8,00 mill. €",07/06/2024,Derecho,InterStarDeporte,Proveedor no encontrado
Enzo Barrenechea,Valencia CF,LaLiga,30/08/2024,30/06/2025,22/05/2001 (23),Villa María,Argentina,"1,86 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"7,50 mill. €",05/06/2024,Derecho,SP,Proveedor no encontrado
Javi Guerra,Valencia CF,LaLiga,01/07/2023,30/06/2027,13/05/2003 (21),Valencia,España,"1,87 m",Mediocentro,España S21,11,0,"20,00 mill. €",07/06/2024,Derecho,WAKAI SPORTS,adidas
André Almeida,Valencia CF,LaLiga,25/08/2022,30/06/2028,30/05/2000 (24),Guimarães,Portugal,"1,76 m",Mediocentro ofensivo,Selección no encontrada,15,3,"15,00 mill. €",07/06/2024,Derecho,Gestifute,Proveedor no encontrado
Luis Rioja,Valencia CF,LaLiga,22/08/2024,30/06/2026,16/10/1993 (31),Sevilla,España,"1,76 m",Extremo izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"4,00 mill. €",07/06/2024,Izquierdo,Promoesport,Proveedor no encontrado
Diego López,Valencia CF,LaLiga,01/07/2023,30/06/2027,13/05/2002 (22),Turón,España,"1,72 m",Extremo derecho,España S21,9,2,"12,00 mill. €",11/10/2024,Derecho,Balance ...,Proveedor no encontrado
Fran Pérez,Valencia CF,LaLiga,01/07/2023,30/06/2026,09/09/2002 (22),Valencia,España,"1,76 m",Extremo derecho,España S21,7,1,"6,00 mill. €",11/10/2024,Derecho,Wasserman,Proveedor no encontrado
Sergi Canós,Valencia CF,LaLiga,20/08/2023,30/06/2027,02/02/1997 (27),Nules,España,"1,77 m",Extremo derecho,Selección no encontrada,4,0,"2,50 mill. €",07/06/2024,Derecho,Balance ...,Proveedor no encontrado
Germán Valera,Valencia CF,LaLiga,30/08/2024,30/06/2028,16/03/2002 (22),Murcia,España,"1,70 m",Extremo derecho,Selección no encontrada,2,0,"2,00 mill. €",24/06/2024,Izquierdo,Excellence Sport,Proveedor no encontrado
Hugo Duro,Valencia CF,LaLiga,01/07/2022,30/06/2028,10/11/1999 (24),Getafe,España,"1,77 m",Delantero centro,Selección no encontrada,1,1,"16,00 mill. €",07/06/2024,Izquierdo,MESAS SPORT,adidas
Dani Gómez,Valencia CF,LaLiga,02/08/2024,30/06/2025,30/07/1998 (26),Alcorcón,España,"1,78 m",Delantero centro,Selección no encontrada,8,4,"1,20 mill. €",24/06/2024,Derecho,Manuel García ...,Nike
Rafa Mir,Valencia CF,LaLiga,11/07/2024,30/06/2025,18/06/1997 (27),Cartagena,España,"1,91 m",Delantero centro,Selección no encontrada,1,0,"1,00 mill. €",11/10/2024,Derecho,Agente no encontrado,Proveedor no encontrado
Pau López,Girona FC,LaLiga,16/08/2024,30/06/2025,13/12/1994 (29),Girona,España,"1,89 m",Portero,Selección no encontrada,2,0,"7,50 mill. €",11/10/2024,Izquierdo,Goal Management,adidas
Paulo Gazzaniga,Girona FC,LaLiga,01/07/2023,30/06/2027,02/01/1992 (32),Murphy,Argentina,"1,95 m",Portero,Selección no encontrada,1,0,"4,00 mill. €",07/06/2024,Derecho,LGT Football,adidas
Juan Carlos,Girona FC,LaLiga,01/07/2019,30/06/2025,20/01/1988 (36),Guadalajara,España,"1,87 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,200 mil €,07/06/2024,Pie no encontrado,Intermedia Sport ...,Proveedor no encontrado
Ladislav Krejci,Girona FC,LaLiga,Fecha de fichaje no encontrada,Contrato no encontrado,20/04/1999 (25),Lugar de nacimiento no encontrado,República Checa,"1,91 m",Defensa central,Chequia,Partidos y goles no encontrados,Partidos y goles no encontrados,"10,00 mill. €",05/06/2024,Izquierdo,Int. Sport Management s.r.o.,Proveedor no encontrado
Alejandro Francés,Girona FC,LaLiga,26/07/2024,30/06/2029,01/08/2002 (22),Zaragoza,España,"1,82 m",Defensa central,España S21,19,1,"5,00 mill. €",11/10/2024,Derecho,LA PLAYERS,Proveedor no encontrado
Daley Blind,Girona FC,LaLiga,07/07/2023,30/06/2026,09/03/1990 (34),Amsterdam,Países Bajos,"1,80 m",Defensa central,Selección no encontrada,108,3,"3,00 mill. €",07/06/2024,Izquierdo,SEG,adidas
David López,Girona FC,LaLiga,25/07/2022,30/06/2026,09/10/1989 (35),Barcelona,España,"1,85 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"2,50 mill. €",07/06/2024,Derecho,Sports and ...,Proveedor no encontrado
Juanpe,Girona FC,LaLiga,07/07/2016,30/06/2025,30/04/1991 (33),Las Palmas de Gran ...,España,"1,90 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,00 mill. €",07/06/2024,Derecho,DRL,Proveedor no encontrado
Miguel Gutiérrez,Girona FC,LaLiga,05/08/2022,30/06/2027,27/07/2001 (23),Pinto,España,"1,80 m",Lateral izquierdo,España,5,1,"25,00 mill. €",07/06/2024,Izquierdo,Wasserman,Proveedor no encontrado
Arnau Martínez,Girona FC,LaLiga,01/04/2021,30/06/2027,25/04/2003 (21),Premià de Dalt,España,"1,82 m",Lateral derecho,España S21,12,0,"10,00 mill. €",07/06/2024,Derecho,TRIPLE MATCH,adidas
Oriol Romeu,Girona FC,LaLiga,05/08/2024,30/06/2025,24/09/1991 (33),Ulldecona,España,"1,83 m",Pivote,Selección no encontrada,5,0,"2,00 mill. €",07/06/2024,Derecho,MagicPlayers,Mizuno
Yangel Herrera,Girona FC,LaLiga,14/07/2023,30/06/2027,07/01/1998 (26),"La Guaira, Vargas",Venezuela,"1,84 m",Mediocentro,Venezuela,37,3,"25,00 mill. €",07/06/2024,Derecho,PARRI GROUP,adidas
Donny van de Beek,Girona FC,LaLiga,11/07/2024,30/06/2028,18/04/1997 (27),Nijkerkerveen,Países Bajos,"1,84 m",Mediocentro,Selección no encontrada,19,3,"5,00 mill. €",29/05/2024,Derecho,PUM,adidas
Jhon Solís,Girona FC,LaLiga,01/09/2023,30/06/2028,03/10/2004 (20),Guacarí,Colombia,"1,86 m",Mediocentro,Selección no encontrada,0,0,"4,00 mill. €",11/10/2024,Derecho,Jose Levis Manager,Nike
Iván Martín,Girona FC,LaLiga,22/07/2023,30/06/2026,14/02/1999 (25),Bilbao,España,"1,78 m",Mediocentro ofensivo,Selección no encontrada,2,1,"15,00 mill. €",07/06/2024,Izquierdo,Universal Twenty Two,Proveedor no encontrado
Gabriel Misehouy,Girona FC,LaLiga,10/07/2024,30/06/2028,18/07/2005 (19),Amsterdam,Países Bajos,"1,73 m",Mediocentro ofensivo,Selección no encontrada,1,0,"1,00 mill. €",10/06/2024,Derecho,Gol International,Proveedor no encontrado
Bryan Gil,Girona FC,LaLiga,29/07/2024,30/06/2025,11/02/2001 (23),Barbate (Cádiz),España,"1,75 m",Extremo izquierdo,Selección no encontrada,4,0,"14,00 mill. €",27/05/2024,Izquierdo,IFM,Proveedor no encontrado
Arnaut Danjuma,Girona FC,LaLiga,30/08/2024,30/06/2025,31/01/1997 (27),Lagos,Países Bajos,"1,78 m",Extremo izquierdo,Selección no encontrada,6,2,"13,00 mill. €",27/05/2024,Derecho,Panthera Sports,Proveedor no encontrado
Viktor Tsygankov,Girona FC,LaLiga,17/01/2023,30/06/2027,15/11/1997 (26),Nahariya,Ucrania,"1,78 m",Extremo derecho,Ucrania,57,13,"30,00 mill. €",07/06/2024,Izquierdo,Futuro Global ...,Proveedor no encontrado
Yaser Asprilla,Girona FC,LaLiga,23/08/2024,30/06/2030,19/11/2003 (20),Bajo Baudó,Colombia,"1,75 m",Extremo derecho,Colombia,7,2,"18,00 mill. €",11/10/2024,Izquierdo,JHSEVENSPORTSCOMPANY...,Nike
Portu,Girona FC,LaLiga,01/09/2023,30/06/2027,21/05/1992 (32),Beniel,España,"1,67 m",Extremo derecho,Selección no encontrada,1,0,"3,50 mill. €",07/06/2024,Derecho,Wasserman,Proveedor no encontrado
Abel Ruiz,Girona FC,LaLiga,01/07/2024,30/06/2029,28/01/2000 (24),Almussafes,España,"1,82 m",Delantero centro,España,5,1,"12,00 mill. €",06/06/2024,Derecho,DV7 Management,adidas
Bojan Miovski,Girona FC,LaLiga,15/08/2024,30/06/2028,24/06/1999 (25),Štip,Macedonia del Norte,"1,89 m",Delantero centro,Macedonia Norte,23,3,"4,00 mill. €",30/05/2024,Izquierdo,Sport Interactive ...,Proveedor no encontrado
Cristhian Stuani,Girona FC,LaLiga,21/07/2017,30/06/2026,12/10/1986 (38),Tala,Uruguay,"1,84 m",Delantero centro,Selección no encontrada,50,8,"1,80 mill. €",07/06/2024,Derecho,Sin agente,Proveedor no encontrado
Luiz Júnior,Villarreal CF,LaLiga,20/08/2024,30/06/2030,14/01/2001 (23),Picos,Brasil,"1,92 m",Portero,Selección no encontrada,0,0,"6,00 mill. €",06/06/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Diego Conde,Villarreal CF,LaLiga,02/07/2024,30/06/2029,28/10/1998 (25),Madrid,España,"1,88 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"5,00 mill. €",11/10/2024,Derecho,Manuel García ...,Proveedor no encontrado
Iker Álvarez,Villarreal CF B,Primera Federación - Gr. 2,01/07/2021,30/06/2026,25/07/2001 (23),Andorra la Vella,Andorra,"1,90 m",Portero,Andorra,25,0,800 mil €,24/06/2024,Derecho,Promoesport,Proveedor no encontrado
Logan Costa,Villarreal CF,LaLiga,22/08/2024,30/06/2030,01/04/2001 (23),Saint-Denis,Cabo Verde,"1,90 m",Defensa central,Cabo Verde,19,0,"18,00 mill. €",11/10/2024,Derecho,Agente no encontrado,Puma
Willy Kambwala,Villarreal CF,LaLiga,15/07/2024,30/06/2029,25/08/2004 (20),Kinshasa,Francia,"1,92 m",Defensa central,Selección no encontrada,0,0,"5,00 mill. €",27/05/2024,Derecho,Darren Dein,Proveedor no encontrado
Eric Bailly,Villarreal CF,LaLiga,01/01/2024,30/06/2025,12/04/1994 (30),Bingerville,Costa de Marfil,"1,87 m",Defensa central,Costa de Marfil,49,2,"3,00 mill. €",07/06/2024,Derecho,Rafaela Pimenta,Puma
Raúl Albiol,Villarreal CF,LaLiga,04/07/2019,30/06/2025,04/09/1985 (39),Vilamarxant,España,"1,90 m",Defensa central,Selección no encontrada,58,0,"1,50 mill. €",07/06/2024,Derecho,Football Capital,Proveedor no encontrado
Sergi Cardona,Villarreal CF,LaLiga,18/07/2024,30/06/2027,08/07/1999 (25),Lloret de Mar,España,"1,86 m",Lateral izquierdo,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"7,00 mill. €",11/10/2024,Ambidiestro,EMG Mundial,Proveedor no encontrado
Alfonso Pedraza,Villarreal CF,LaLiga,01/07/2016,30/06/2026,09/04/1996 (28),San Sebastián de ...,España,"1,84 m",Lateral izquierdo,Selección no encontrada,1,0,"5,00 mill. €",07/06/2024,Izquierdo,LEADERBROCK,Proveedor no encontrado
Juan Bernat,Villarreal CF,LaLiga,30/08/2024,30/06/2025,01/03/1993 (31),Cullera,España,"1,70 m",Lateral izquierdo,Selección no encontrada,11,1,"4,00 mill. €",06/06/2024,Izquierdo,InterStarDeporte,adidas
Juan Foyth,Villarreal CF,LaLiga,01/07/2021,30/06/2026,12/01/1998 (26),La Plata,Argentina,"1,87 m",Lateral derecho,Selección no encontrada,18,0,"12,00 mill. €",11/10/2024,Derecho,Primotempo,adidas
Kiko Femenía,Villarreal CF,LaLiga,28/07/2022,30/06/2025,02/02/1991 (33),Sanet y Negrals,España,"1,74 m",Lateral derecho,Selección no encontrada,0,0,"1,40 mill. €",07/06/2024,Derecho,Goal Management,Proveedor no encontrado
Pape Gueye,Villarreal CF,LaLiga,05/07/2024,30/06/2028,24/01/1999 (25),Montreuil,Senegal,"1,89 m",Pivote,Senegal,22,1,"8,00 mill. €",11/10/2024,Izquierdo,ROOF,adidas
Ramón Terrats,Villarreal CF,LaLiga,01/07/2023,30/06/2026,18/10/2000 (24),Barcelona,España,"1,81 m",Pivote,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"4,00 mill. €",07/06/2024,Izquierdo,MagicPlayers,Proveedor no encontrado
Santi Comesaña,Villarreal CF,LaLiga,01/07/2023,30/06/2027,05/10/1996 (28),Vigo,España,"1,88 m",Mediocentro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"8,00 mill. €",11/10/2024,Ambidiestro,Intermedia Sport ...,adidas
Dani Parejo,Villarreal CF,LaLiga,12/08/2020,30/06/2026,16/04/1989 (35),Coslada,España,"1,82 m",Mediocentro,Selección no encontrada,4,0,"2,50 mill. €",07/06/2024,Derecho,AC Talent,Proveedor no encontrado
Denis Suárez,Villarreal CF,LaLiga,01/07/2023,30/06/2026,06/01/1994 (30),Salceda de Caselas,España,"1,76 m",Mediocentro ofensivo,Selección no encontrada,1,0,"1,50 mill. €",07/06/2024,Derecho,Intermedia Sport ...,Nike
Álex Baena,Villarreal CF,LaLiga,01/08/2020,30/06/2028,20/07/2001 (23),Roquetas de Mar,España,"1,74 m",Extremo izquierdo,España,7,2,"50,00 mill. €",11/10/2024,Derecho,CAA Stellar,Proveedor no encontrado
Ayoze Pérez,Villarreal CF,LaLiga,13/08/2024,30/06/2028,29/07/1993 (31),Santa Cruz de ...,España,"1,78 m",Extremo izquierdo,España,3,1,"10,00 mill. €",11/10/2024,Derecho,BOIM FOOTBALL ...,adidas
Yéremy Pino,Villarreal CF,LaLiga,01/08/2020,30/06/2027,20/10/2002 (22),Las Palmas,España,"1,72 m",Extremo derecho,España,13,2,"30,00 mill. €",07/06/2024,Derecho,CAA Stellar,Proveedor no encontrado
Ilias Akhomach,Villarreal CF,LaLiga,03/07/2023,30/06/2026,16/04/2004 (20),Hostalets de Pierola,Marruecos,"1,75 m",Extremo derecho,Marruecos,6,0,"15,00 mill. €",07/06/2024,Izquierdo,Agente no encontrado,Proveedor no encontrado
Nicolas Pépé,Villarreal CF,LaLiga,04/08/2024,30/06/2026,29/05/1995 (29),Mantes-la-Jolie,Costa de Marfil,"1,83 m",Extremo derecho,Costa de Marfil,46,10,"9,00 mill. €",11/10/2024,Izquierdo,BS Group - BS Law,Nike
Thierno Barry,Villarreal CF,LaLiga,21/08/2024,30/06/2029,21/10/2002 (21),Lyon,Francia,"1,95 m",Delantero centro,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"14,00 mill. €",11/10/2024,Derecho,ROOF,Proveedor no encontrado
Gerard Moreno,Villarreal CF,LaLiga,01/07/2018,30/06/2027,07/04/1992 (32),Santa Perpètua de ...,España,"1,80 m",Delantero centro,España,18,5,"10,00 mill. €",07/06/2024,Izquierdo,YOU FIRST,Proveedor no encontrado
Rui Silva,Real Betis,LaLiga,01/07/2021,30/06/2026,07/02/1994 (30),Maia,Portugal,"1,91 m",Portero,Portugal,1,0,"8,00 mill. €",07/06/2024,Izquierdo,Team of Future,Proveedor no encontrado
Adrián,Real Betis,LaLiga,08/07/2024,30/06/2026,03/01/1987 (37),Sevilla,España,"1,90 m",Portero,Selección no encontrada,0,0,600 mil €,27/05/2024,Derecho,Bahía Internacional,adidas
Fran Vieites,Real Betis,LaLiga,01/07/2024,30/06/2026,07/05/1999 (25),Pontecesures,España,"1,96 m",Portero,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,500 mil €,24/06/2024,Izquierdo,F.J.VILLAVERDE,Proveedor no encontrado
Natan,Real Betis,LaLiga,15/08/2024,30/06/2025,06/02/2001 (23),Itapecerica da Serra,Brasil,"1,88 m",Defensa central,Selección no encontrada,0,0,"12,00 mill. €",05/06/2024,Izquierdo,LINK SPORTS,adidas
Diego Llorente,Real Betis,LaLiga,09/07/2024,30/06/2028,16/08/1993 (31),Madrid,España,"1,86 m",Defensa central,Selección no encontrada,10,0,"7,00 mill. €",05/06/2024,Derecho,Balance ...,Proveedor no encontrado
Marc Bartra,Real Betis,LaLiga,Fecha de fichaje no encontrada,Contrato no encontrado,15/01/1991 (33),Lugar de nacimiento no encontrado,España,"1,84 m",Defensa central,Selección no encontrada,Partidos y goles no encontrados,Partidos y goles no encontrados,"1,00 mill. €",07/06/2024,Derecho,InterStarDeporte,Puma
Romain Perraud,Real Betis,LaLiga,01/07/2024,30/06/2029,22/09/1997 (27),Toulouse,Francia,"1,73 m",Lateral izquierdo,Selección no encontrada,0,0,"5,00 mill. €",03/06/2024,Izquierdo,Unique Sports Group,Nike
Ricardo Rodríguez,Real Betis,LaLiga,05/08/2024,30/06/2026,25/08/1992 (32),Zürich,Suiza,"1,82 m",Lateral izquierdo,Suiza,123,9,"3,50 mill. €",05/06/2024,Izquierdo,Elite FA,Nike
Héctor Bellerín,Real Betis,LaLiga,18/07/2023,30/06/2028,19/03/1995 (29),Badalona,España,"1,78 m",Lateral derecho,Selección no encontrada,4,0,"4,00 mill. €",07/06/2024,Derecho,Goal Management,Mizuno
